corpus	piece	phrase_id	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373	374	375	376	377	378	379	380	381	382	383	384	385	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	462	463	464	465	466	467	468	469	470	471	472	473	474	475	476	477	478	479	480	481	482	483	484	485	486	487	488	489	490	491	492	493	494	495	496	497	498	499
couperin_clavecin	02_second_prelude	5134	V	V7/v	V65/v	IV	iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
couperin_clavecin	02_second_prelude	5135	i	V	V(64)	ii%65	i6	i6(11#72)	iio6	ii%65(119)	i6	i	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
couperin_clavecin	03_troisieme_prelude	5136	V	iv6	iv6(2)	v6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
couperin_clavecin	03_troisieme_prelude	5137	I/III	V7/III	V(64)/III	V7/III	V(64)/III	V7/III	ii6/III	ii6(2)/III	I/III	V7/III	iv7	iv	V2/iv	V/iv	V7	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
couperin_clavecin	03_troisieme_prelude	5139	iv6(2)	V	V(64)	V7	ii7	ii%7	iv	V7/iv	V/iv	V7	V(64)	V7	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
couperin_clavecin	05_cinquieme_prelude	5151	i6(11)	ii7	IV(9)	viio/IV	V7(9)																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
couperin_clavecin	05_cinquieme_prelude	5152	i6	#viio64	#viio64(2)	V7/V	V65/V	V(4)	ii%43	V(4)	ii%65	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
couperin_clavecin	05_cinquieme_prelude	5153	i	V	V(64)	iv	iv6	V64/iv	ii%65	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
couperin_clavecin	06_sixieme_prelude	5155	i	V	V(64)	iio6	i6	V	iv6	IV6	v6	V6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
couperin_clavecin	06_sixieme_prelude	5156	V	i	V7	iv6	IV6	IV6(9)	v6	V6	V6(9)	VI6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
couperin_clavecin	06_sixieme_prelude	5162	i	V	iv7	i6	V2	#viio43	iv7	VIM7	VM7(#5)/VI	V7	ii7	V7/VII	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
couperin_clavecin	06_sixieme_prelude	5163	i	V	V(4)	V(64)	iv7	i	V7	iv6	#vi7	v6	#viio7	VI6	I	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
couperin_clavecin	07_septieme_prelude	5170	i(4)	V	V(4)	iv	i	V7	V65	i(64)	#viio65	viio64/VII	viio64(2)/VII	#viio/iv	#viio64	iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
couperin_clavecin	08_huitieme_prelude	5175	V	iv6	iv6(2)	v6	i	V65	ii43	ii43(94)	III6	i	V7	iv	i6	#viio6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
couperin_clavecin	08_huitieme_prelude	5179	i	V	V(64)	iv7	i6	V	ii	IV	i	i6	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
couperin_clavecin	08_huitieme_prelude	5180	I/VI	V/VI	V65/VI	IV6/VI	vii	V/vii	V65/vii	IV6/vii	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
couperin_clavecin	08_huitieme_prelude	5182	i	V	V6	ii2	ii	VIM7	VIM65	IIIM2	III	V7/III	V65/III	VII6	V2/VII	IV	V7/iv	V65/iv	V2	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
couperin_clavecin	08_huitieme_prelude	5183	V	iv	i6	i6(11)	#viio6	V64(13)	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
couperin_clavecin	08_huitieme_prelude	5184	III	V7/III	V/III	V/VII	i7	i	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
couperin_clavecin	08_huitieme_prelude	5185	i	V	V(4)	iv7	i	V7	ii6	ii%65(11)	III																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
couperin_clavecin	08_huitieme_prelude	5186	i	V	V(4)	iv7	i	V7	ii6	ii%65(11)	i6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
couperin_concerts	c01n01_prelude	5189	I	V7	V64	ii65	i6	III+M7(9)	#viio7	iio																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
couperin_concerts	c01n02_allemande	5201	i	V	V(64)	ii65	i6	V2	i6	V2	i	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
couperin_concerts	c01n03_sarabande	5205	V	i	iv	i6	V43	i	i(4)	V65	i6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
couperin_concerts	c01n03_sarabande	5208	I	V	ii%65	i64	iv6	V2/iv	v6	V6	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
couperin_concerts	c01n03_sarabande	5210	i	V	i	V2	V	ii%65	i64	III	III(4)	V65/III	iv	iv(4)	V65/iv	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
couperin_concerts	c01n04_gavotte	5211	V	i	V7	V65	i	i6	V	ii65	VI	i	V65	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
couperin_concerts	c01n04_gavotte	5214	i	V	V(64)	iv7	V	i	V65	i	V43	iv	iv6	V/iv	V43	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
couperin_concerts	c01n06_menuet_en_trio	5223	V	i6	i	V65	i6	V	V65	i	V43	i6	#viio43	i6	#viio64	i64	ii%43	i64	ii%43	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
couperin_concerts	c01n06_menuet_en_trio	5225	V	i	V65	i6	V	iv	V65/iv	iv6	V/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
couperin_concerts	c01n06_menuet_en_trio	5226	i	V7	V	i	V65	i	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
couperin_concerts	c02n02_allemande_fuguee	5238	V	ii%43	ii%65	iv6	VIM7	IIIM43	VII7	iv43	i	V7	iio	iv7(9)	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
couperin_concerts	c02n02_allemande_fuguee	5239	i	V	i	V	i6	i	V	V65	IV	#vi%7	III+6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
couperin_concerts	c02n03_air_tendre	5241	i	V7	V65	i6	ii43	III+6	iv	V65/iv	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
couperin_concerts	c02n03_air_tendre	5242	i6	V	i	V	ii%43	i	V43	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
couperin_concerts	c02n03_air_tendre	5247	i	V7	V	ii%65	i6	V65	V43	iio6	iv6	V	i	V65	#vi%7	V	i	V	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
couperin_concerts	c02n04_air_contrefugue	5250	I	V7	V	ii65	i	V43	i6	V	ii%43	iio	#vi%7	i6	V2	V65	V6	IV7	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
couperin_concerts	c02n04_air_contrefugue	5253	V	iv6	i	V65	V	ii6	iio	VI6	VI	III+6	III	V65/III	VII																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
couperin_concerts	c02n04_air_contrefugue	5254	V	i	V65	V43	iv2	iv6	i	V2	V65	IV7	i64	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
couperin_concerts	c02n04_air_contrefugue	5255	V	i	V65	#vi%7	V7	V65	iio	#vi%7	i6	#vii%7	iv	iv6	V65/iv	iv	V65/iv	i	V65	V	i6	V43	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
couperin_concerts	c02n04_air_contrefugue	5256	i	V7	V	ii%65	i	i6	V	ii%43	iio	#vi%7	i6	V2	V65	IV7	i64	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
couperin_concerts	c02n05_echos	5269	i	V65	ii%2	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
couperin_concerts	c02n05_echos	5270	V	ii%43	VIM7	i	iio6	iv	#viio/iv	iv	#viio/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
couperin_concerts	c03n02_allemande	5294	i	V	ii%65	i	V6	v6	VII	V65/VII	iv6	VI	III+6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
couperin_concerts	c03n03_courante	5299	i	V	V(64)	ii%65	i6	V	ii%65	VIM2	VI	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
couperin_concerts	c03n03_courante	5300	V	iv6	VIM7	v6	V43/VII	i	iv	V65/iv	VII6	VII	III	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
couperin_concerts	c03n03_courante	5301	V	ii%65	i	V7	V65	#viio6	i6	i	V6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
couperin_concerts	c03n03_courante	5302	I	V	ii%65	i6	V43	IV	V7/iv	v																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
couperin_concerts	c03n03_courante	5309	i	V	ii%65	ii%43	V	V65/V	ii%65	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
couperin_concerts	c03n03_courante	5310	i	V	ii%65	ii%43	V	V65/V	ii%65																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
couperin_concerts	c03n04_sarabande_grave	5311	i	V	ii%65	i6	V43	i6	V65	ii%43	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
couperin_concerts	c03n04_sarabande_grave	5313	V	ii%43	VIM7	III+	III+6	V	V7/V	ii6	IV7	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
couperin_concerts	c03n04_sarabande_grave	5317	i	V7	V(64)	ii%65	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
couperin_concerts	c03n04_sarabande_grave	5318	i	V	ii%65	i6	V2	iio6	iv(97)	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
couperin_concerts	c03n05_gavotte	5319	i	V	ii%65	i6	V43	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
couperin_concerts	c03n05_gavotte	5322	V	ii%43	i2	i	ii%65	iv65																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
couperin_concerts	c03n05_gavotte	5323	i	V	ii%65	i6	VII6	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
couperin_concerts	c03n05_gavotte	5324	i	V	V(4)	i6	V	ii																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
couperin_concerts	c03n05_gavotte	5327	i	V	iv	i6	i	V65	i6	V43	i6	i64	ii%43	V65	i6	V43	i	V65	i6	i	V65	i6	V43	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
couperin_concerts	c03n06_musette_1	5332	V	ii%43	i2	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
couperin_concerts	c03n06_musette_1	5333	V	i	V7	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
couperin_concerts	c03n06_musette_1	5334	V	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
couperin_concerts	c03n06_musette_1	5335	i	V	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
couperin_concerts	c03n07_musette_2	5340	V	ii%43	i2	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
couperin_concerts	c03n07_musette_2	5341	V	i	V	#vi%65	i	V7	V																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
couperin_concerts	c03n07_musette_2	5342	i	V	i	I	i	iv64	V/iv	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
couperin_concerts	c03n08_chaconne_legere	5344	i	V	i	V43	i6	V	ii%7	iv	V65/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
couperin_concerts	c03n08_chaconne_legere	5346	I	V	ii%65	i	i6	V	iio6	IV	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											
couperin_concerts	c03n08_chaconne_legere	5347	V	i	V65	IV6	V	ii6	IV	i6	III	V/III	iv	V/iv	v6	v																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
couperin_concerts	c03n08_chaconne_legere	5349	i	V	i	V43	i6	V	ii%65	ii%7	iv	V65/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
couperin_concerts	c03n08_chaconne_legere	5350	V	iv6	i64	ii%65	i	i6	#viio65	i6	#viio65	i6	#viio65	i6	#viio65	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
couperin_concerts	c03n08_chaconne_legere	5351	V	iv6	v6	ii%2	i																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
couperin_concerts	c03n08_chaconne_legere	5352	i	V	i	ii%65	i6	#viio65	i6	#viio65	i6	#viio65	i6	#viio65	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
couperin_concerts	c03n08_chaconne_legere	5353	I	V	i	ii%65	i6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
couperin_concerts	c03n08_chaconne_legere	5354	i	V	ii%65	iv6	V	i	V	V65	V43	V65																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
couperin_concerts	c03n08_chaconne_legere	5355	i	V	ii%65	iv6	V	i	V	V65	V43	V65																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
couperin_concerts	c03n08_chaconne_legere	5357	i	V	i	V43	i6	V	ii%65	ii%7	iv	V65/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
couperin_concerts	c03n08_chaconne_legere	5358	i	V	i	V43	i6	V	ii%65	ii%7	iv	V65/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
couperin_concerts	c03n08_chaconne_legere	5366	i	V	i	V43	i6	V	ii%65	ii%7	iv	V65/iv																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
